observation_time,MAE,type,category
2004-03-04 22:52:46,0.47823903625244457,training,normal
2004-03-04 23:02:46,0.4818452975635654,training,normal
2004-03-04 23:12:46,0.5653685755347575,training,normal
2004-03-04 23:22:46,0.5661998719768448,training,normal
2004-03-04 23:32:46,0.5558803214143694,training,normal
2004-03-04 23:42:46,0.545659461262114,training,normal
2004-03-04 23:52:46,0.5408833569166476,training,normal
2004-03-05 00:02:46,0.532692631593111,training,normal
2004-03-05 00:12:46,0.5193232754923274,training,normal
2004-03-05 00:22:46,0.5253835751983909,training,normal
2004-03-05 00:32:46,0.5383901234750463,training,normal
2004-03-05 00:42:46,0.535492679575978,training,normal
2004-03-05 00:52:46,0.5294428139310319,training,normal
2004-03-05 01:02:46,0.5193093792820411,training,normal
2004-03-05 01:12:46,0.5296014370461952,training,normal
2004-03-05 01:22:46,0.5356394939925906,training,normal
2004-03-05 01:32:46,0.5310664890980147,training,normal
2004-03-05 01:42:46,0.5295338057253354,training,normal
2004-03-05 01:52:46,0.5299593312508153,training,normal
2004-03-05 02:02:46,0.531635778236677,training,normal
2004-03-05 02:12:46,0.5224560149527124,training,normal
2004-03-05 02:22:46,0.5126009326820504,training,normal
2004-03-05 02:32:46,0.5111768089426614,training,normal
2004-03-05 02:42:46,0.5091973256119144,training,normal
2004-03-05 02:52:46,0.5153100940807076,training,normal
2004-03-05 03:02:46,0.5165442792679225,training,normal
2004-03-05 03:12:46,0.5115139023070494,training,normal
2004-03-05 03:22:46,0.5140622076820074,training,normal
2004-03-05 03:32:46,0.5116533965360315,training,normal
2004-03-05 03:42:46,0.5177639414865679,training,normal
2004-03-05 03:52:46,0.5127648803898246,training,normal
2004-03-05 04:02:46,0.5144361897154622,training,normal
2004-03-05 04:12:46,0.513842964234976,training,normal
2004-03-05 04:22:46,0.5136442262422876,training,normal
2004-03-05 04:32:46,0.5166951911231747,training,normal
2004-03-05 04:42:46,0.5133602448760923,training,normal
2004-03-05 04:52:46,0.5109715732146068,training,normal
2004-03-05 05:02:46,0.5216228336970362,training,normal
2004-03-05 05:12:46,0.5278551146864021,training,normal
2004-03-05 05:22:46,0.5301638183410544,training,normal
2004-03-05 05:32:46,0.5342638434083211,training,normal
2004-03-05 05:42:46,0.533589935505036,training,normal
2004-03-05 05:52:46,0.5292405734232859,training,normal
2004-03-05 06:02:46,0.5163848991740716,training,normal
2004-03-05 06:12:46,0.5117946816571547,training,normal
2004-03-05 06:22:46,0.5155332417924293,training,normal
2004-03-05 06:32:46,0.5234132672403033,training,normal
2004-03-05 06:42:46,0.5223094553135259,training,normal
2004-03-05 06:52:46,0.5146758956347568,training,normal
2004-03-05 07:02:46,0.5112364988386369,training,normal
2004-03-05 07:12:46,0.5125601143097158,training,normal
2004-03-05 07:22:46,0.5141499226575869,training,normal
2004-03-05 07:32:46,0.5186440915619834,training,normal
2004-03-05 07:42:46,0.5098099798551603,training,normal
2004-03-05 07:52:46,0.5068349844448863,training,normal
2004-03-05 08:02:46,0.5019638762336988,training,normal
2004-03-05 08:12:46,0.49972738793789745,training,normal
2004-03-05 08:22:46,0.49506299364767214,training,normal
2004-03-05 08:32:46,0.49287971966525645,training,normal
2004-03-05 08:42:46,0.4951920598771793,training,normal
2004-03-05 08:52:46,0.5059832070483014,training,normal
2004-03-05 09:02:46,0.5100218494393494,training,normal
2004-03-05 09:12:46,0.426352685111259,training,normal
2004-03-05 09:22:46,0.4162940720563094,training,normal
2004-03-05 09:32:46,0.42797495040873035,training,normal
2004-03-05 09:42:46,0.43416162518140994,training,normal
2004-03-05 09:52:46,0.43347201319818973,training,normal
2004-03-05 10:02:46,0.4302072379347761,training,normal
2004-03-05 10:12:46,0.4265887899009294,training,normal
2004-03-05 10:22:46,0.42305152076482744,training,normal
2004-03-05 10:32:46,0.42892865049470374,training,normal
2004-03-05 10:42:46,0.4276032095368684,training,normal
2004-03-05 10:52:46,0.42685198926287793,training,normal
2004-03-05 11:02:46,0.4295591637276755,training,normal
2004-03-05 11:12:46,0.42887741482241676,training,normal
2004-03-05 11:22:46,0.4110185578303872,training,normal
2004-03-05 11:32:46,0.4095039031728429,training,normal
2004-03-05 11:42:46,0.403295751688127,training,normal
2004-03-05 11:52:46,0.3995442824948366,training,normal
2004-03-05 12:02:46,0.38963667300083177,training,normal
2004-03-05 12:12:46,0.3956479550891482,training,normal
2004-03-05 12:22:46,0.3943449324187078,training,normal
2004-03-05 12:32:46,0.4024418219007102,training,normal
2004-03-05 12:42:46,0.40657107594404057,training,normal
2004-03-05 12:52:46,0.4051254530407733,training,normal
2004-03-05 13:02:46,0.40003749256023324,training,normal
2004-03-05 13:12:46,0.4059440980115604,training,normal
2004-03-05 13:22:46,0.41039978173165176,training,normal
2004-03-05 13:32:46,0.41552739295565144,training,normal
2004-03-05 13:42:46,0.45382777541514996,training,normal
2004-03-05 13:52:46,0.46735304477980827,training,normal
2004-03-05 14:02:46,0.47189305419557126,training,normal
2004-03-05 14:12:46,0.47037174435889295,training,normal
2004-03-05 14:22:46,0.47350238051349736,training,normal
2004-03-05 14:32:46,0.48351617036655314,training,normal
2004-03-05 14:42:46,0.5307138790325008,training,normal
2004-03-05 14:52:46,0.547102614888153,training,normal
2004-03-05 15:02:46,0.5496524663508299,training,normal
2004-03-05 15:12:46,0.5476993469179959,training,normal
2004-03-05 15:22:46,0.5514282435087408,training,normal
2004-03-05 15:32:46,0.5970798977888923,training,normal
2004-03-05 15:42:46,0.6059426016484257,training,normal
2004-03-05 15:52:46,0.6206949389674311,training,normal
2004-03-05 16:02:46,0.643805960695411,training,normal
2004-03-05 16:12:46,0.6465588405523888,training,normal
2004-03-05 16:22:46,0.6482783087581074,training,normal
2004-03-05 16:32:46,0.6644890570150963,training,normal
2004-03-05 16:42:46,0.6655951436759475,training,normal
2004-03-05 16:52:46,0.661825443258859,training,normal
2004-03-05 17:02:46,0.6553878159886191,training,normal
2004-03-05 17:12:46,0.6492805495930107,training,normal
2004-03-05 17:22:46,0.6346566097191794,training,normal
2004-03-05 17:32:46,0.6001779182359758,training,normal
2004-03-05 17:42:46,0.5874441981126828,training,normal
2004-03-05 17:52:46,0.576129641256796,training,normal
2004-03-05 18:02:46,0.5656914507691664,training,normal
2004-03-05 18:12:46,0.5677148590170089,training,normal
2004-03-05 18:22:46,0.5661965819615535,training,normal
2004-03-05 18:32:46,0.5629659769938284,training,normal
2004-03-05 18:42:46,0.571958044515961,training,normal
2004-03-05 18:52:46,0.5719406900850758,training,normal
2004-03-05 19:02:46,0.5809320698707525,training,normal
2004-03-05 19:12:46,0.5986875880597087,training,normal
2004-03-05 19:22:46,0.6046954208343349,training,normal
2004-03-05 19:32:46,0.605164527744865,training,normal
2004-03-05 19:42:46,0.594728692165232,training,normal
2004-03-05 19:52:46,0.6027721633102094,training,normal
2004-03-05 20:02:46,0.5916135201292726,training,normal
2004-03-05 20:12:46,0.5876509456863291,training,normal
2004-03-05 20:22:46,0.5892454686212457,training,normal
2004-03-05 20:32:46,0.577002572952988,training,normal
2004-03-05 20:42:46,0.581185829911081,training,normal
2004-03-05 20:52:46,0.5899258797160303,training,normal
2004-03-05 21:02:46,0.6001623489915349,training,normal
2004-03-05 21:12:46,0.6105394944208711,training,normal
2004-03-05 21:22:46,0.6152524699938497,training,normal
2004-03-05 21:32:46,0.6083130286450872,training,normal
2004-03-05 21:42:46,0.6003763149669592,training,normal
2004-03-05 21:52:46,0.6052137375698214,training,normal
2004-03-05 22:02:46,0.6210964327904516,training,normal
2004-03-05 22:12:46,0.6737873029358126,training,normal
2004-03-05 22:22:46,0.6993549190770741,training,normal
2004-03-05 22:32:46,0.6572239903578729,training,normal
2004-03-05 22:42:46,0.6465066448795366,training,normal
2004-03-05 22:52:46,0.6551273078927284,training,normal
2004-03-05 23:02:46,0.6484936799414459,training,normal
2004-03-05 23:12:46,0.6460045822611168,training,normal
2004-03-05 23:22:46,0.6363055709302006,training,normal
2004-03-05 23:32:46,0.6302718279119881,training,normal
2004-03-05 23:42:46,0.573557300732082,training,normal
2004-03-05 23:52:46,0.5809330546323653,training,normal
2004-03-06 00:02:46,0.5796921557364838,training,normal
2004-03-06 00:12:46,0.5765159508282958,training,normal
2004-03-06 00:22:46,0.5697236387153584,training,normal
2004-03-06 00:32:46,0.5573635122549014,training,normal
2004-03-06 00:42:46,0.5188647201353795,training,normal
2004-03-06 00:52:46,0.516933839738976,training,normal
2004-03-06 01:02:46,0.5061360220481043,training,normal
2004-03-06 01:12:46,0.5032506398508568,training,normal
2004-03-06 01:22:46,0.4949997041821612,training,normal
2004-03-06 01:32:46,0.4411321200146625,training,normal
2004-03-06 01:42:46,0.44929298109491156,training,normal
2004-03-06 01:52:46,0.4654155905534251,training,normal
2004-03-06 02:02:46,0.43991306270844,training,normal
2004-03-06 02:12:46,0.4292497304397289,training,normal
2004-03-06 02:22:46,0.43024069474617255,training,normal
2004-03-06 02:32:46,0.4229089446365962,training,normal
2004-03-06 02:42:46,0.4303897012806851,training,normal
2004-03-06 02:52:46,0.4190752697603151,training,normal
2004-03-06 03:02:46,0.42108342239302365,training,normal
2004-03-06 03:12:46,0.41829086195566567,training,normal
2004-03-06 03:22:46,0.4228468323492657,training,normal
2004-03-06 03:32:46,0.4337905470504304,training,normal
2004-03-06 03:42:46,0.4290923958174893,training,normal
2004-03-06 03:52:46,0.42774681438050793,training,normal
2004-03-06 04:02:46,0.42603470883844,training,normal
2004-03-06 04:12:46,0.42258261682931314,training,normal
2004-03-06 04:22:46,0.4204560330548993,training,normal
2004-03-06 04:32:46,0.42338903983408255,training,normal
2004-03-06 04:42:46,0.42427464659894365,training,normal
2004-03-06 04:52:46,0.42021746721899067,training,normal
2004-03-06 05:02:46,0.4151199952543727,training,normal
2004-03-06 05:12:46,0.41979803788580383,training,normal
2004-03-06 05:22:46,0.41731429233013495,training,normal
2004-03-06 05:32:46,0.41776736620565896,training,normal
2004-03-06 05:42:46,0.41885384550523236,training,normal
2004-03-06 05:52:46,0.401930073516358,training,normal
2004-03-06 06:02:46,0.4049965709684877,training,normal
2004-03-06 06:12:46,0.3993365395095121,training,normal
2004-03-06 06:22:46,0.39128367536018827,training,normal
2004-03-06 06:32:46,0.3902188968155845,training,normal
2004-03-06 06:42:46,0.38580597602989175,training,normal
2004-03-06 06:52:46,0.3869150472028468,training,normal
2004-03-06 07:02:46,0.3773000999376036,training,normal
2004-03-06 07:12:46,0.37881809013354956,training,normal
2004-03-06 07:22:46,0.3729452978010635,training,normal
2004-03-06 07:32:46,0.37491794462072603,training,normal
2004-03-06 07:42:46,0.37111513533679596,training,normal
2004-03-06 07:52:46,0.3724234317604233,training,normal
2004-03-06 08:02:46,0.3784931287141709,training,normal
2004-03-06 08:12:46,0.3820670598510272,training,normal
2004-03-06 08:22:46,0.3721136477099975,training,normal
2004-03-06 08:32:46,0.37081346848736546,training,normal
2004-03-06 08:42:46,0.3781536944533249,training,normal
2004-03-06 08:52:46,0.3824547541631766,training,normal
2004-03-06 09:02:46,0.389309197346956,training,normal
2004-03-06 09:12:46,0.39159355494990755,training,normal
2004-03-06 09:22:46,0.38505875536429307,training,normal
2004-03-06 09:32:46,0.3878064384324933,training,normal
2004-03-06 09:42:46,0.39095812905557786,training,normal
2004-03-06 09:52:46,0.39095347842248707,training,normal
2004-03-06 10:02:46,0.38851066481165214,training,normal
2004-03-06 10:12:46,0.38555809686812414,training,normal
2004-03-06 10:22:46,0.38992189495821966,training,normal
2004-03-06 10:32:46,0.39408814470914333,training,normal
2004-03-06 10:42:46,0.3994856978477828,training,normal
2004-03-06 10:52:46,0.4075545628758816,training,normal
2004-03-06 11:02:46,0.39562663220885996,training,normal
2004-03-06 11:12:46,0.38844701485882277,training,normal
2004-03-06 11:22:46,0.3868175904297162,training,normal
2004-03-06 11:32:46,0.3809373731907357,training,normal
2004-03-06 11:42:46,0.3740525394056597,training,normal
2004-03-06 11:52:46,0.3775207040059443,training,normal
2004-03-06 12:02:46,0.37353816071506096,training,normal
2004-03-06 12:12:46,0.37248363671239215,training,normal
2004-03-06 12:22:46,0.3706992712360642,training,normal
2004-03-06 12:32:46,0.3721070006014361,training,normal
2004-03-06 12:42:46,0.37725985128323897,training,normal
2004-03-06 12:52:46,0.37880774796094974,training,normal
2004-03-06 13:02:46,0.37355673723470617,training,normal
2004-03-06 13:12:46,0.3720424663501437,training,normal
2004-03-06 13:22:46,0.3654393111055877,training,normal
2004-03-06 13:32:46,0.36312165455228856,training,normal
2004-03-06 13:42:46,0.36207372010361605,training,normal
2004-03-06 13:52:46,0.36495094001903433,training,normal
2004-03-06 14:02:46,0.3716402210776599,training,normal
2004-03-06 14:12:46,0.3662266255094669,training,normal
2004-03-06 14:22:46,0.3661389714833188,training,normal
2004-03-06 14:32:46,0.3603295274563154,training,normal
2004-03-06 14:42:46,0.3594386653876376,training,normal
2004-03-06 14:52:46,0.36537891912009157,training,normal
2004-03-06 15:02:46,0.37426312970222836,training,normal
2004-03-06 15:12:46,0.3666553841985614,training,normal
2004-03-06 15:22:46,0.36126420686972016,training,normal
2004-03-06 15:32:46,0.36075012391924866,training,normal
2004-03-06 15:42:46,0.365360071020587,training,normal
2004-03-06 15:52:46,0.36829592488704754,training,normal
2004-03-06 16:02:46,0.3764203959504811,training,normal
2004-03-06 16:12:46,0.382470853208566,training,normal
2004-03-06 16:22:46,0.38893257666009584,training,normal
2004-03-06 16:32:46,0.37889900289955003,training,normal
2004-03-06 16:42:46,0.3847956119827743,training,normal
2004-03-06 16:52:46,0.38182554987267237,training,normal
2004-03-06 17:02:46,0.37518392073473295,training,normal
2004-03-06 17:12:46,0.3714741932949269,training,normal
2004-03-06 17:22:46,0.37139135817041913,training,normal
2004-03-06 17:32:46,0.37745134500395394,training,normal
2004-03-06 17:42:46,0.38394483424246073,training,normal
2004-03-06 17:52:46,0.37629696792983997,training,normal
2004-03-06 18:02:46,0.36449625186953083,training,normal
2004-03-06 18:12:46,0.3612609357367424,training,normal
2004-03-06 18:22:46,0.3618503596421271,training,normal
2004-03-06 18:32:46,0.35851796583079265,training,normal
2004-03-06 18:42:46,0.3615803134535869,training,normal
2004-03-06 18:52:46,0.35870164012257993,training,normal
2004-03-06 19:02:46,0.36819307788600725,training,normal
2004-03-06 19:12:46,0.371948810545211,training,normal
2004-03-06 19:22:46,0.37020815654881106,training,normal
2004-03-06 19:32:46,0.36213780076907076,training,normal
2004-03-06 19:42:46,0.3650818752757275,training,normal
2004-03-06 19:52:46,0.36197401507712124,training,normal
2004-03-06 20:02:46,0.36626122744416206,training,normal
2004-03-06 20:12:46,0.36590367218235453,training,normal
2004-03-06 20:22:46,0.3616448643646618,training,normal
2004-03-06 20:32:46,0.3643678614315868,training,normal
2004-03-06 20:42:46,0.36654229074402245,training,normal
2004-03-06 20:52:46,0.3686032650217415,training,normal
2004-03-06 21:02:46,0.3682746996753802,training,normal
2004-03-06 21:12:46,0.37711483587912664,training,normal
2004-03-06 21:22:46,0.37382339563899947,training,normal
2004-03-06 21:32:46,0.372346133037167,training,normal
2004-03-06 21:42:46,0.37008570671055396,training,normal
2004-03-06 21:52:46,0.37228083104665,training,normal
2004-03-06 22:02:46,0.37305982541929644,training,normal
2004-03-06 22:12:46,0.36518126258289296,training,normal
2004-03-06 22:22:46,0.36640001243635256,training,normal
2004-03-06 22:32:46,0.3603825351672464,training,normal
2004-03-06 22:42:46,0.36807853969511084,training,normal
2004-03-06 22:52:46,0.3735883686446755,training,normal
2004-03-06 23:02:46,0.38400390600534345,training,normal
2004-03-06 23:12:46,0.3797868117706118,training,normal
2004-03-06 23:22:46,0.3764758118106471,training,normal
2004-03-06 23:32:46,0.3859165035565887,training,normal
2004-03-06 23:42:46,0.39339271646644763,training,normal
2004-03-06 23:52:46,0.3927219091299411,training,normal
2004-03-07 00:02:46,0.39247807299263837,training,normal
2004-03-07 00:12:46,0.3910851693087344,training,normal
2004-03-07 00:22:46,0.3828054064900701,training,normal
2004-03-07 00:32:46,0.37146793624431623,training,normal
2004-03-07 00:42:46,0.37616013742888904,training,normal
2004-03-07 00:52:46,0.3757816043915565,training,normal
2004-03-07 01:02:46,0.3770686808924441,training,normal
2004-03-07 01:12:46,0.3731117069118689,training,normal
2004-03-07 01:22:46,0.37732467323014235,training,normal
2004-03-07 01:32:46,0.3836148849823015,training,normal
2004-03-07 01:42:46,0.39150548608923424,training,normal
2004-03-07 01:52:46,0.3895274136262649,training,normal
2004-03-07 02:02:46,0.39343230409991126,training,normal
2004-03-07 02:12:46,0.40354679389919507,training,normal
2004-03-07 02:22:46,0.40221851773478573,training,normal
2004-03-07 02:32:46,0.4132460413847267,training,normal
2004-03-07 02:42:46,0.4093722238500998,training,normal
2004-03-07 02:52:46,0.4076638507327365,training,normal
2004-03-07 03:02:46,0.4096711017364062,training,normal
2004-03-07 03:12:46,0.40480714118451266,training,normal
2004-03-07 03:22:46,0.41451849345118796,training,normal
2004-03-07 03:32:46,0.4125458041672086,training,normal
2004-03-07 03:42:46,0.40184346038527247,training,normal
2004-03-07 03:52:46,0.4018449025731865,training,normal
2004-03-07 04:02:46,0.40412412490445637,training,normal
2004-03-07 04:12:46,0.4056146913665938,training,normal
2004-03-07 04:22:46,0.41226392439419973,training,normal
2004-03-07 04:32:46,0.41079965364969906,training,normal
2004-03-07 04:42:46,0.4118987593659208,training,normal
2004-03-07 04:52:46,0.40906152658637485,training,normal
2004-03-07 05:02:46,0.406092394578542,training,normal
2004-03-07 05:12:46,0.40100010700628275,training,normal
2004-03-07 05:22:46,0.40610522472812327,training,normal
2004-03-07 05:32:46,0.4127842669603953,training,normal
2004-03-07 05:42:46,0.4204108416317066,training,normal
2004-03-07 05:52:46,0.4182576759373154,training,normal
2004-03-07 06:02:46,0.41145309971371297,training,normal
2004-03-07 06:12:46,0.4119172732564463,training,normal
2004-03-07 06:22:46,0.4164809947920419,training,normal
2004-03-07 06:32:46,0.42009317456447226,training,normal
2004-03-07 06:42:46,0.4157544720727121,training,normal
2004-03-07 06:52:46,0.4187640654661401,training,normal
2004-03-07 07:02:46,0.41790640390156164,training,normal
2004-03-07 07:12:46,0.41370193460047666,training,normal
2004-03-07 07:22:46,0.4126412027366523,training,normal
2004-03-07 07:32:46,0.4086073503721709,training,normal
2004-03-07 07:42:46,0.40789300978558896,training,normal
2004-03-07 07:52:46,0.41213318119560494,training,normal
2004-03-07 08:02:46,0.4051753523323094,training,normal
2004-03-07 08:12:46,0.40211166801142306,training,normal
2004-03-07 08:22:46,0.40154333696751,training,normal
2004-03-07 08:32:46,0.3984831099552127,training,normal
2004-03-07 08:42:46,0.40178631458360126,training,normal
2004-03-07 08:52:46,0.4021163276107768,training,normal
2004-03-07 09:02:46,0.40144791104406485,training,normal
2004-03-07 09:12:46,0.4044448511433949,training,normal
2004-03-07 09:22:46,0.4002063391102702,training,normal
2004-03-07 09:32:46,0.39817460800201965,training,normal
2004-03-07 09:42:46,0.4027108881444208,training,normal
2004-03-07 09:52:46,0.40125392405222776,training,normal
2004-03-07 10:02:46,0.3941893271709192,training,normal
2004-03-07 10:12:46,0.3928173277233385,training,normal
2004-03-07 10:22:46,0.3914544228052654,training,normal
2004-03-07 10:32:46,0.3951717155018505,training,normal
2004-03-07 10:42:46,0.3881234874409254,training,normal
2004-03-07 10:52:46,0.38948549542626726,training,normal
2004-03-07 11:02:46,0.39160533888749155,training,normal
2004-03-07 11:12:46,0.392949790711719,training,normal
2004-03-07 11:22:46,0.3827245048789362,training,normal
2004-03-07 11:32:46,0.38130467330208473,training,normal
2004-03-07 11:42:46,0.37295699325372605,training,normal
2004-03-07 11:52:46,0.3727013959968546,training,normal
2004-03-07 12:02:46,0.37376427148577057,training,normal
2004-03-07 12:12:46,0.36731272144623106,training,normal
2004-03-07 12:22:46,0.3680603641116491,training,normal
2004-03-07 12:32:46,0.3668780543900837,training,normal
2004-03-07 12:42:46,0.3761955051915547,training,normal
2004-03-07 12:52:46,0.369760758831425,training,normal
2004-03-07 13:02:46,0.3678360145137125,training,normal
2004-03-07 13:12:46,0.36903999165059126,training,normal
2004-03-07 13:22:46,0.36260043531438124,training,normal
2004-03-07 13:32:46,0.36645776424984366,training,normal
2004-03-07 13:42:46,0.36428204937552705,training,normal
2004-03-07 13:52:46,0.3701234186783685,training,normal
2004-03-07 14:02:46,0.37325244803809093,training,normal
2004-03-07 14:12:46,0.3773907412796806,training,normal
2004-03-07 14:22:46,0.36762153993868707,training,normal
2004-03-07 14:32:46,0.3700298598208518,training,normal
2004-03-07 14:42:46,0.36491913984404567,training,normal
2004-03-07 14:52:46,0.365326058677816,training,normal
2004-03-07 15:02:46,0.36506985687036453,training,normal
2004-03-07 15:12:46,0.36765568118595476,training,normal
2004-03-07 15:22:46,0.37040930306531583,training,normal
2004-03-07 15:32:46,0.3714573912944257,training,normal
2004-03-07 15:42:46,0.36222379918194453,training,normal
2004-03-07 15:52:46,0.36824463569187454,training,normal
2004-03-07 16:02:46,0.3774485055663457,training,normal
2004-03-07 16:12:46,0.3790207317867242,training,normal
2004-03-07 16:22:46,0.37753970154556793,training,normal
2004-03-07 16:32:46,0.3699667427536468,training,normal
2004-03-07 16:42:46,0.36569712695962114,training,normal
2004-03-07 16:52:46,0.3640593934698638,training,normal
2004-03-07 17:02:46,0.36727026207310565,training,normal
2004-03-07 17:12:46,0.36797475896401666,training,normal
2004-03-07 17:22:46,0.36987601652742497,training,normal
2004-03-07 17:32:46,0.37682339637559487,training,normal
2004-03-07 17:42:46,0.3815941685006926,training,normal
2004-03-07 17:52:46,0.37604647360255683,training,normal
2004-03-07 18:02:46,0.37837210741658356,training,normal
2004-03-07 18:12:46,0.3803916107556347,training,normal
2004-03-07 18:22:46,0.3779481392317212,training,normal
2004-03-07 18:32:46,0.38115970004638067,training,normal
2004-03-07 18:42:46,0.3744496035708523,training,normal
2004-03-07 18:52:46,0.37498137620805266,training,normal
2004-03-07 19:02:46,0.3854631870811055,training,normal
2004-03-07 19:12:46,0.39227621706898086,training,normal
2004-03-07 19:22:46,0.4056127064459374,training,normal
2004-03-07 19:32:46,0.4006306082875065,training,normal
2004-03-07 19:42:46,0.38926803703424184,training,normal
2004-03-07 19:52:46,0.38926487810598254,training,normal
2004-03-07 20:02:46,0.39423169837969496,training,normal
2004-03-07 20:12:46,0.39647258378616496,training,normal
2004-03-07 20:22:46,0.3984962398438742,training,normal
2004-03-07 20:32:46,0.38952656035409944,training,normal
2004-03-07 20:42:46,0.39397432619563333,training,normal
2004-03-07 20:52:46,0.4043779830274863,training,normal
2004-03-07 21:02:46,0.39961394804091444,training,normal
2004-03-07 21:12:46,0.3979977741281877,training,normal
2004-03-07 21:22:46,0.40757361928918984,training,normal
2004-03-07 21:32:46,0.424420546689527,training,normal
2004-03-07 21:42:46,0.4382070555658132,training,normal
2004-03-07 21:52:46,0.44325560108371714,training,normal
2004-03-07 22:02:46,0.43879289977729496,training,normal
2004-03-07 22:12:46,0.43967264774460124,training,normal
2004-03-07 22:22:46,0.449242151157322,training,normal
2004-03-07 22:32:46,0.4701693915617942,training,normal
2004-03-07 22:42:46,0.4591280531222846,training,normal
2004-03-07 22:52:46,0.49215300393680816,training,normal
2004-03-07 23:02:46,0.49725776201804167,training,normal
2004-03-07 23:12:46,0.5260448177533902,training,normal
2004-03-07 23:22:46,0.5232766888211227,training,normal
2004-03-07 23:32:46,0.5259595815280693,training,normal
2004-03-07 23:42:46,0.5406107652930205,training,normal
